custody_status,marital_status,rec_supervision_level,rec_supervision_level_text,score_text,type_of_assessment,raw_score,decile_score,person_id
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.51,5,6339
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.46,1,6340
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.83,1,6341
Pretrial Defendant,Separated,1,Low,Low,Risk of Recidivism,-2.21,1,6342
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.58,4,6343
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.08,7,6344
Pretrial Defendant,Single,2,Medium,Low,Risk of Recidivism,-0.82,3,6345
Jail Inmate,Significant Other,2,Medium,Medium,Risk of Recidivism,-0.44,6,6346
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.8,10,6347
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.5,9,6347
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.63,10,6347
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.93,3,6348
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.6,2,6349
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.23,1,6350
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.29,8,6351
Jail Inmate,Unknown,1,Low,Low,Risk of Recidivism,-0.92,3,6352
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.54,1,6353
Jail Inmate,Widowed,1,Low,Low,Risk of Recidivism,-1.07,3,6354
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.84,3,6355
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-1.57,1,6356
Pretrial Defendant,Divorced,1,Low,Medium,Risk of Recidivism,-0.43,5,6357
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.25,8,6358
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.2,6,6359
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.8,3,6360
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.08,7,6361
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.86,4,6362
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.17,8,6363
Pretrial Defendant,Married,3,Medium with Override Consideration,High,Risk of Recidivism,0.13,8,6364
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.39,9,6365
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.11,7,6366
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.06,7,6367
Jail Inmate,Single,4,High,High,Risk of Recidivism,1.06,10,6368
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.42,5,6369
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.26,3,6370
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.59,9,6371
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.19,6,6372
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.68,10,6373
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.41,9,6373
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.22,1,6374
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.15,6,6375
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.45,1,6376
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.06,7,6377
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.07,7,6378
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.27,6,6379
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,0.07,7,6380
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.25,6,6381
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.15,2,6382
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.83,1,6383
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.21,8,6384
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,0,7,6385
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.95,3,6386
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.31,2,6387
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.48,6,6388
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.14,7,6389
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.51,1,6390
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.17,8,6391
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.73,1,6392
Jail Inmate,Significant Other,2,Medium,Medium,Risk of Recidivism,-0.15,6,6393
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.17,2,6394
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.04,1,6395
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.87,1,6396
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.07,1,6397
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.51,2,6398
Pretrial Defendant,Separated,1,Low,Low,Risk of Recidivism,-0.93,3,6399
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.6,4,6400
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.49,1,6401
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.29,3,6402
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.59,1,6403
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.81,3,6404
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-2.56,1,6405
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.1,6,6406
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-0.61,4,6407
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.22,6,6408
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.29,2,6409
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.35,2,6410
Pretrial Defendant,Married,1,Low,Medium,Risk of Recidivism,-0.8,5,6411
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.62,10,6412
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.54,4,6413
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.19,6,6414
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.28,8,6415
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.64,1,6416
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.01,4,6417
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.77,5,6418
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.28,2,6419
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.45,9,6420
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.52,4,6421
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.25,9,6422
Jail Inmate,Separated,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.29,6,6423
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2,1,6424
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.41,2,6425
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.19,8,6426
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.01,2,6427
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.51,10,6428
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.26,6,6429
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.4,1,6430
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.91,4,6431
Pretrial Defendant,Divorced,1,Low,Medium,Risk of Recidivism,-0.8,5,6432
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.35,7,6433
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.1,3,6434
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.25,2,6435
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.65,1,6436
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.62,4,6437
Probation,Single,2,Medium,Medium,Risk of Recidivism,-0.22,5,6438
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.65,9,6439
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.44,9,6439
Pretrial Defendant,Married,2,Medium,Medium,Risk of Recidivism,-0.55,6,6440
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.47,5,6441
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.42,5,6442
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.41,5,6443
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.4,5,6444
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.16,8,6445
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.69,1,6446
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.55,4,6447
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.3,6,6448
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.27,6,6448
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.44,5,6449
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.39,5,6450
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.07,2,6451
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.2,8,6452
Jail Inmate,Married,3,Medium with Override Consideration,High,Risk of Recidivism,0.72,10,6453
Jail Inmate,Separated,2,Medium,Medium,Risk of Recidivism,-0.14,6,6454
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1,4,6455
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.66,5,6456
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.3,6,6457
Jail Inmate,Unknown,1,Low,Low,Risk of Recidivism,-1.58,2,6458
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.15,6,6459
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.12,7,6459
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.54,9,6460
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.47,1,6461
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.26,8,6462
Jail Inmate,Significant Other,3,Medium with Override Consideration,High,Risk of Recidivism,0.13,8,6463
Probation,Single,2,Medium,Medium,Risk of Recidivism,0.05,7,6463
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.23,2,6464
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.49,2,6465
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.29,1,6466
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.06,7,6467
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.25,1,6468
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.67,4,6469
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.14,7,6470
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.28,9,6470
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.46,9,6471
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-0.74,4,6472
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.4,5,6473
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.62,2,6474
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.92,1,6475
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.64,4,6476
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.42,5,6477
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.19,3,6478
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.43,5,6479
Pretrial Defendant,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.29,8,6480
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.87,4,6481
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.04,2,6482
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.26,2,6483
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.33,1,6484
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.35,2,6485
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.52,1,6486
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.76,1,6487
Jail Inmate,Widowed,1,Low,Low,Risk of Recidivism,-2.46,1,6488
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.36,2,6489
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.5,5,6490
Pretrial Defendant,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.3,6,6490
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.22,1,6491
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.08,2,6492
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.04,7,6493
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.08,7,6494
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.54,1,6495
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.28,2,6496
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.27,8,6497
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.06,3,6498
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.23,9,6499
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.87,4,6500
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.55,1,6501
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.03,7,6502
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.36,2,6503
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.68,10,6504
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.21,2,6505
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.33,9,6506
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.89,3,6507
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.04,3,6508
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.11,1,6509
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.63,4,6510
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.27,6,6511
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.34,2,6512
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.52,4,6513
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.52,4,6514
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.33,9,6515
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.48,5,6516
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.52,1,6517
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.49,5,6518
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,-0.3,6,6519
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.75,5,6520
Jail Inmate,Married,2,Medium,Medium,Risk of Recidivism,-0.43,6,6521
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.74,4,6522
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.71,4,6523
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.9,3,6524
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.45,1,6525
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.63,2,6526
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.39,2,6527
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.17,6,6528
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.98,3,6529
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.93,1,6530
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.6,9,6531
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.05,2,6532
Jail Inmate,Married,2,Medium,Low,Risk of Recidivism,-0.84,4,6533
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.18,7,6534
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.82,3,6535
Pretrial Defendant,Married,1,Low,Low,Risk of Recidivism,-1.61,1,6536
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-0.67,4,6537
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.54,1,6538
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.91,1,6539
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.44,5,6540
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.61,9,6541
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.12,2,6542
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.2,3,6543
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.16,2,6544
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.55,4,6545
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.26,8,6546
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.32,5,6547
Pretrial Defendant,Single,1,Low,Medium,Risk of Recidivism,-0.32,5,6547
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.46,5,6548
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.23,1,6549
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.37,5,6550
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.64,4,6551
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Recidivism,-0.85,4,6552
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.2,6,6553
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.94,4,6554
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.32,1,6555
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.26,3,6556
Pretrial Defendant,Divorced,2,Medium,Medium,Risk of Recidivism,-0.2,6,6557
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.65,1,6558
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.66,1,6559
Jail Inmate,Widowed,1,Low,Low,Risk of Recidivism,-0.84,4,6560
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.6,4,6561
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.8,1,6562
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.06,7,6563
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.93,3,6564
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.56,2,6565
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.36,9,6566
Jail Inmate,Divorced,3,Medium with Override Consideration,High,Risk of Recidivism,0.1,8,6567
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.04,2,6568
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.3,6,6569
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.67,4,6570
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.22,8,6571
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.78,3,6572
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.07,2,6573
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.46,2,6574
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.95,4,6574
Pretrial Defendant,Separated,1,Low,Low,Risk of Recidivism,-1.64,1,6575
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.87,3,6576
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.24,2,6577
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-2.31,1,6578
Jail Inmate,Single,3,Medium with Override Consideration,Medium,Risk of Recidivism,-0.28,6,6579
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.51,1,6580
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.87,1,6581
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.02,4,6582
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,-0.07,7,6583
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.99,3,6584
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.58,9,6585
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.66,10,6585
Jail Inmate,Significant Other,1,Low,Medium,Risk of Recidivism,-0.76,5,6586
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.52,9,6587
Jail Inmate,Single,2,Medium,Low,Risk of Recidivism,-0.66,4,6588
Jail Inmate,Significant Other,1,Low,Medium,Risk of Recidivism,-0.6,5,6589
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-1.57,2,6590
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.85,1,6591
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.55,1,6592
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.47,1,6593
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.04,7,6594
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.03,1,6595
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.53,1,6596
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.61,9,6597
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.65,9,6598
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-0.9,4,6599
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.32,2,6600
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-2.47,1,6601
Pretrial Defendant,Single,2,Medium,Low,Risk of Recidivism,-0.62,4,6602
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.47,9,6603
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.93,3,6604
Pretrial Defendant,Single,4,High,High,Risk of Recidivism,0.03,8,6605
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.5,5,6606
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-2.09,1,6607
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.85,1,6607
Jail Inmate,Single,3,Medium with Override Consideration,High,Risk of Recidivism,0.37,9,6608
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.74,1,6609
Jail Inmate,Single,4,High,High,Risk of Recidivism,1.05,10,6610
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.04,1,6611
Jail Inmate,Single,4,High,High,Risk of Recidivism,0.86,10,6612
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.08,2,6613
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.06,2,6614
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.87,1,6615
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-1.26,2,6616
Jail Inmate,Separated,1,Low,Low,Risk of Recidivism,-1.53,1,6617
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.32,5,6618
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-2.25,1,6619
Jail Inmate,Single,2,Medium,Medium,Risk of Recidivism,0.04,7,6620
Jail Inmate,Unknown,1,Low,Low,Risk of Recidivism,-1.29,2,6621
Jail Inmate,Married,1,Low,Low,Risk of Recidivism,-1.73,1,6622
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-1.41,1,6623
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-0.58,4,6624
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.4,5,6625
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.4,5,6625
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.4,5,6625
Jail Inmate,Significant Other,1,Low,Low,Risk of Recidivism,-1.18,2,6626
Pretrial Defendant,Divorced,1,Low,Low,Risk of Recidivism,-2.15,1,6627
Pretrial Defendant,Single,1,Low,Low,Risk of Recidivism,-2.2,1,6628
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.63,5,6629
Jail Inmate,Divorced,1,Low,Low,Risk of Recidivism,-0.68,4,6630
Jail Inmate,Single,1,Low,Medium,Risk of Recidivism,-0.33,5,6631
Pretrial Defendant,Significant Other,1,Low,Low,Risk of Recidivism,-1.21,2,6632
Jail Inmate,Single,1,Low,Low,Risk of Recidivism,-0.53,4,6633
Pretrial Defendant,Single,2,Medium,Medium,Risk of Recidivism,0.04,7,6634
