person_id,sex,race,c_charge_degree,c_charge_desc,is_recid,num_r_cases,r_charge_degree,r_charge_desc,is_violent_recid,num_vr_cases,vr_case_number,vr_charge_degree,vr_charge_desc
6485,Male,African-American,(F3),False Imprisonment,0,,,,0,,,,
6486,Male,Caucasian,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
6487,Female,African-American,(M2),Exposes Culpable Negligence,0,,,,0,,,,
6488,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6489,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Petit Theft,0,,,,
6490,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Assault,1,,13021752MM10A,(M2),Assault
6491,Female,Caucasian,(M1),Battery,1,1,(M1),Battery,1,,14017228MM10A,(M1),Battery
6492,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6493,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6495,Male,Asian,(F3),Battery on a Person Over 65,0,,,,0,,,,
6496,Male,Caucasian,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
6497,Male,African-American,(M1),Battery,1,6,(M1),Unlaw Malic Strike K9/Horses,1,,14003492CF10A,(F2),Agg Battery Grt/Bod/Harm
6498,Female,Caucasian,(F3),Possession Of Amphetamine,0,,,,0,,,,
6499,Female,African-American,(F2),Attempted Strongarm Robbery,0,,,,0,,,,
6500,Female,Caucasian,(F3),Possession Of Heroin,0,,,,0,,,,
6501,Female,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
6502,Male,African-American,(M1),arrest case no charge,1,2,(F3),Drivg While Lic Suspd/Revk/Can,1,,15004206MM10A,(M1),Battery
6503,Male,Hispanic,(F3),Pos Cannabis W/Intent Sel/Del,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6504,Male,African-American,(F3),Possession of Cocaine,1,2,(MO3),Loiter Where Sign is Posted,0,,,,
6505,Male,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
6506,Male,Caucasian,(F3),Burglary Structure Unoccup,0,,,,0,,,,
6507,Male,African-American,(M1),Unlaw Use False Name/Identity,1,1,(M2),Fail Register Vehicle,0,,,,
6508,Female,African-American,(F3),Neglect Child / No Bodily Harm,0,,,,0,,,,
6509,Female,African-American,(M1),Battery,0,,,,0,,,,
6510,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6511,Male,African-American,(M1),Battery,1,1,(M1),Extradition/Defendants,0,,,,
6512,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6513,Male,African-American,(F3),Possession of Cocaine,1,1,(M2),Disorderly Conduct,0,,,,
6514,Male,Caucasian,(F3),Carrying Concealed Firearm,0,,,,0,,,,
6515,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6516,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6518,Male,African-American,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
6519,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6520,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6521,Female,Caucasian,(F3),Felony Petit Theft,1,1,(F3),Felony Petit Theft,0,,,,
6522,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6523,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
6524,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6525,Male,Caucasian,(F3),Possession Of Alprazolam,1,1,(M2),Ped Obstruct Traf/No Permit Sol,1,,15004302CF10A,(F3),Aggravated Assault W/Dead Weap
6526,Female,Hispanic,(M1),Battery,0,,,,0,,,,
6527,Female,African-American,(M1),Battery,0,,,,0,,,,
6528,Male,African-American,(F3),Crim Use of Personal ID Info,1,1,(M1),Petit Theft $100- $300,0,,,,
6529,Male,Other,(F3),Uttering a Forged Instrument,1,4,(M1),Possess Drug Paraphernalia,0,,,,
6530,Male,Caucasian,(F1),Aggrav Child Abuse-Causes Harm,0,,,,0,,,,
6531,Male,African-American,(MO3),arrest case no charge,1,6,(M1),Resist/Obstruct W/O Violence,0,,,,
6532,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6533,Female,Hispanic,(M1),Battery,0,,,,0,,,,
6534,Female,African-American,(F3),Aggravated Assault W/Dead Weap,0,,,,0,,,,
6535,Male,Caucasian,(F2),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
6536,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6537,Male,Caucasian,(F3),Tamper With Witness/Victim/CI,1,6,(M1),Viol Pretrial Release Dom Viol,1,,13014027CF10A,(M1),Battery
6538,Male,Caucasian,,,1,3,(M2),Trespass Struct/Conveyance,0,,,,
6539,Male,Other,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6540,Male,African-American,(M1),Battery,0,,,,0,,,,
6541,Male,Caucasian,(M2),arrest case no charge,1,3,(F3),Burglary Structure Unoccup,0,,,,
6542,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6544,Male,Native American,(M1),Battery,0,,,,0,,,,
6545,Male,Other,(F3),Poss Pyrrolidinovalerophenone,0,,,,0,,,,
6546,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6547,Male,Hispanic,(F2),arrest case no charge,1,1,(M2),Fail Register Vehicle,0,,,,
6548,Male,African-American,(F3),Obstruct Officer W/Violence,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6549,Male,African-American,(M1),Battery,1,2,(M2),Unlaw LicTag/Sticker Attach,0,,,,
6550,Male,African-American,(F3),Possession of Cocaine,1,1,(F3),Fail Register Career Offender,0,,,,
6551,Male,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6552,Female,Caucasian,(M1),Felony Battery w/Prior Convict,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
6553,Male,African-American,(M2),Cause Anoth Phone Ring Repeat,0,,,,0,,,,
6554,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6556,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6557,Male,African-American,(M2),Leave Acc/Attend Veh/More $50,0,,,,0,,,,
6558,Male,Caucasian,(F2),arrest case no charge,1,1,(F2),Lewd/Lasc Battery Pers 12+/<16,0,,,,
6559,Male,Hispanic,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6560,Female,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
6561,Male,Caucasian,(F3),Possession Of Alprazolam,0,,,,0,,,,
6562,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6563,Male,Caucasian,(M1),Battery,1,2,(M2),Driving License Suspended,1,,16002416MM10A,(M1),Battery
6564,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(M1),Battery,1,,15012253MM10A,(M1),Battery
6565,Female,Hispanic,(F3),Crim Use of Personal ID Info,0,,,,0,,,,
6566,Male,African-American,(F3),arrest case no charge,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
6567,Male,Caucasian,(M2),Disorderly Conduct,0,,,,0,,,,
6568,Male,Caucasian,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
6569,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
6570,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6571,Male,African-American,(F3),Felony Driving While Lic Suspd,1,1,(M2),Driving License Suspended,1,,15000544CF10A,(F3),Felony Battery (Dom Strang)
6572,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6573,Male,Other,(F3),Felony Battery,1,1,(M1),Battery,1,,13012915MM10A,(M1),Battery
6574,Female,African-American,(F3),Aggravated Assault W/Dead Weap,1,2,(M1),Viol Pretrial Release Dom Viol,0,,,,
6575,Male,Hispanic,(F3),arrest case no charge,1,1,(F3),Child Abuse,1,,14003599CF10A,(F3),Child Abuse
6576,Male,Hispanic,(F3),Felony Battery w/Prior Convict,0,,,,0,,,,
6577,Male,Caucasian,(F2),arrest case no charge,1,2,(M1),Child Neglect/Delinquency,1,,15002345MM10A,(M1),Battery
6578,Male,Caucasian,(F2),arrest case no charge,0,,,,0,,,,
6579,Male,African-American,(F3),Crimin Mischief Damage $1000+,0,,,,0,,,,
6580,Male,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
6583,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6584,Male,Caucasian,(F3),Uttering a Forged Instrument,0,,,,0,,,,
6585,Male,African-American,(F3),Att Burgl Unoccupied Dwel,1,2,(F3),Poss Pyrrolidinovalerophenone,0,,,,
6586,Female,Caucasian,(F3),Possession of Cocaine,1,1,(MO3),Loiter Solicit Act Prostitute,0,,,,
6587,Male,African-American,(F3),Att Burgl Unoccupied Dwel,1,1,(F3),Battery Upon Detainee,1,,14015162CF10A,(F3),Battery Upon Detainee
6588,Male,African-American,(F3),Resist Officer w/Violence,0,,,,0,,,,
6589,Female,African-American,(F3),Fraudulent Use of Credit Card,1,1,(M2),Expired DL More Than 6 Months,0,,,,
6590,Female,African-American,(F3),Felony Petit Theft,0,,,,0,,,,
6591,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6592,Female,Caucasian,(M1),Driving Under The Influence,0,,,,0,,,,
6593,Male,African-American,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6594,Male,African-American,(M1),Battery,0,,,,0,,,,
6595,Male,African-American,(F2),Aggravated Battery,0,,,,0,,,,
6596,Male,African-American,(F3),Criminal Mischief,1,1,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6597,Male,African-American,(F3),Possession Of Alprazolam,1,2,(F3),Grand Theft in the 3rd Degree,1,,13016846CF10A,(M1),Battery
6599,Female,African-American,(F1),arrest case no charge,0,,,,0,,,,
6600,Male,Hispanic,(F3),Poss Unlaw Issue Driver Licenc,1,2,(F3),Poss Counterfeit Payment Inst,0,,,,
6601,Male,African-American,(F3),Tampering With Physical Evidence,0,,,,0,,,,
6602,Male,Caucasian,(F3),Burglary Unoccupied Dwelling,1,4,(M1),Trespass Other Struct/Conve,0,,,,
6603,Male,African-American,(F3),arrest case no charge,1,1,(F3),Battery Upon Detainee,1,,15015032CF10A,(F3),Battery Upon Detainee
6604,Male,African-American,(F2),Aggrav Battery w/Deadly Weapon,1,1,(M1),Possess Cannabis/20 Grams Or Less,1,,15012816CF10A,(F3),Agg Assault W/int Com Fel Dome
6605,Female,African-American,(F3),Poss of Methylethcathinone,0,,,,0,,,,
6606,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
6607,Male,Caucasian,(M1),Viol Prot Injunc Repeat Viol,0,,,,0,,,,
6608,Male,Caucasian,(F3),Possession of Cocaine,1,1,(M2),Driving License Suspended,0,,,,
6609,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6610,Male,African-American,(F1),arrest case no charge,0,,,,0,,,,
6611,Male,African-American,(F3),Failure To Return Hired Vehicle,0,,,,0,,,,
6612,Male,African-American,(F3),Possession Of Methamphetamine,0,,,,0,,,,
6613,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,5,(F3),,0,,,,
6614,Male,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6615,Female,Other,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
6616,Male,Caucasian,(M2),Driving License Suspended,1,4,(F3),Possession Of Alprazolam,0,,,,
6617,Male,African-American,(M1),Driving Under The Influence,0,,,,0,,,,
6618,Male,African-American,(F3),Burglary Structure Unoccup,0,,,,0,,,,
6619,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6620,Male,African-American,(F3),Burglary Conveyance Unoccup,0,,,,0,,,,
6621,Male,Hispanic,(F3),Grand Theft in the 3rd Degree,1,2,(F3),Use of Anti-Shoplifting Device,0,,,,
6622,Male,Caucasian,(M2),Operating W/O Valid License,0,,,,0,,,,
6624,Male,Hispanic,(F3),Felony Petit Theft,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
6625,Male,Caucasian,(M1),Viol Injunction Protect Dom Vi,0,,,,0,,,,
6626,Male,African-American,(F3),Felony Batt(Great Bodily Harm),0,,,,0,,,,
6627,Male,Hispanic,(M1),Petit Theft $100- $300,0,,,,0,,,,
6628,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6629,Female,Caucasian,(M1),Battery,1,3,(F3),Possession of Cannabis,0,,,,
6630,Male,Caucasian,(F3),Driving While License Revoked,0,,,,0,,,,
6631,Male,African-American,(F3),Uttering a Forged Instrument,1,2,(F3),Uttering a Forged Instrument,0,,,,
6633,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
6634,Male,African-American,(M1),Viol Pretrial Release Dom Viol,1,1,(M2),Operating W/O Valid License,0,,,,
6635,Female,Caucasian,(M2),Reckless Driving,0,,,,0,,,,
6636,Male,Caucasian,(M2),Burglary Structure Unoccup,0,,,,0,,,,
6637,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6638,Male,African-American,(F3),Tampering With Physical Evidence,1,1,(M1),Trespass Other Struct/Convey,0,,,,
6639,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6640,Female,African-American,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,0,,,,
6641,Male,African-American,(F3),Resist Officer w/Violence,1,1,(M2),Criminal Mischief Damage <$200,0,,,,
6642,Male,Caucasian,(F3),Possession Of Amphetamine,0,,,,0,,,,
6643,Male,African-American,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6645,Female,African-American,(F1),arrest case no charge,0,,,,0,,,,
6646,Male,African-American,(M2),Susp Drivers Lic 1st Offense,1,3,(F3),Use of Anti-Shoplifting Device,0,,,,
6648,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6649,Male,Caucasian,(M1),Battery,1,4,(F3),False Ownership Info/Pawn Item,0,,,,
6650,Male,African-American,(M1),Battery,1,1,(M1),Battery,1,,14011487MM10A,(M1),Battery
6651,Female,African-American,(M1),Battery,0,,,,0,,,,
6652,Male,African-American,(F3),Pos Cannabis W/Intent Sel/Del,1,2,(F3),Pos Cannabis W/Intent Sel/Del,0,,,,
6653,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6654,Male,African-American,(F2),Burglary Unoccupied Dwelling,1,2,(M2),Susp Drivers Lic 1st Offense,0,,,,
6655,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6657,Female,African-American,(F3),arrest case no charge,1,9,(F3),Crim Use of Personal ID Info,1,,15001258CF10A,(F3),Agg Fleeing and Eluding
6658,Male,African-American,(F3),Poss Unlaw Issue Id,1,5,(M1),Resist/Obstruct W/O Violence,0,,,,
6659,Male,African-American,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
6660,Male,Caucasian,(F3),Poss Contr Subst W/o Prescript,1,2,(F3),Possession of Hydromorphone,0,,,,
6661,Male,Caucasian,(F3),Possession of Cannabis,0,,,,0,,,,
6662,Male,African-American,(F3),Driving While License Revoked,0,,,,0,,,,
6663,Male,African-American,(F3),Possession of Cannabis,0,,,,0,,,,
6664,Male,Other,(F3),Driving While License Revoked,0,,,,0,,,,
6665,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6666,Male,Hispanic,(M1),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6667,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6668,Male,African-American,(M2),Disorderly Conduct,1,1,(M2),Driving License Suspended,0,,,,
6669,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6670,Male,Caucasian,(M2),Prowling/Loitering,1,2,(F2),Burglary Unoccupied Dwelling,0,,,,
6671,Female,Caucasian,(F3),Grand Theft in the 3rd Degree,1,3,(M1),Possess Drug Paraphernalia,0,,,,
6673,Male,African-American,(F2),Deliver Cocaine,0,,,,0,,,,
6675,Male,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6676,Male,African-American,(F3),Fleeing Or Attmp Eluding A Leo,0,,,,0,,,,
6677,Male,Hispanic,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6678,Male,Caucasian,(F3),Possession of Methadone,0,,,,0,,,,
6679,Female,Other,(M1),Battery,1,1,(F3),Felony Battery w/Prior Convict,1,,14017040CF10A,(F3),Felony Battery w/Prior Convict
6680,Female,African-American,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6681,Male,African-American,(M2),Operating W/O Valid License,1,1,(M2),Susp Drivers Lic 1st Offense,0,,,,
6682,Male,Caucasian,(F3),Possession Of Heroin,0,,,,0,,,,
6683,Female,African-American,(M2),PL/Unlaw Use Credit Card,1,2,(M1),Resist/Obstruct W/O Violence,0,,,,
6685,Male,African-American,(M1),Viol Injunct Domestic Violence,0,,,,0,,,,
6686,Male,Caucasian,(F2),arrest case no charge,1,1,(F3),Grand Theft in the 3rd Degree,0,,,,
6687,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,1,1,(F3),Uttering a Forged Instrument,0,,,,
6688,Male,Caucasian,(F3),Possession of LSD,0,,,,0,,,,
6689,Male,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6690,Male,African-American,(F3),Resist Officer w/Violence,1,1,(F3),Poss Pyrrolidinovalerophenone,1,,16002008MM10A,(M1),Battery
6691,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6692,Male,Caucasian,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6693,Male,Caucasian,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6694,Male,Native American,(F3),Possession of Cocaine,0,,,,0,,,,
6695,Male,African-American,(F2),arrest case no charge,0,,,,0,,,,
6696,Male,African-American,(F3),Deliver Cannabis,0,,,,0,,,,
6697,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6698,Male,African-American,(F3),Grand Theft Firearm,1,2,(M1),Resist/Obstruct W/O Violence,1,,15002728MM10A,(M1),Battery
6699,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6701,Male,African-American,(F3),Leaving the Scene of Accident,0,,,,0,,,,
6702,Female,African-American,(M1),Battery,0,,,,0,,,,
6703,Male,African-American,(F3),arrest case no charge,0,,,,0,,,,
6704,Male,Caucasian,(F2),Burglary Unoccupied Dwelling,0,,,,0,,,,
6705,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6706,Male,African-American,(F3),Grand Theft (Motor Vehicle),1,5,(F3),Tampering With Physical Evidence,0,,,,
6707,Male,Other,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6708,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(M2),Petit Theft,0,,,,
6709,Female,Asian,(F2),Burglary Dwelling Occupied,0,,,,0,,,,
6710,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6711,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6712,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6713,Male,Other,(F3),Grand Theft (Motor Vehicle),0,,,,0,,,,
6715,Female,African-American,(M1),Battery,0,,,,0,,,,
6717,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6718,Male,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6719,Male,African-American,(F3),Possession of Cocaine,1,1,(M1),Petit Theft $100- $300,0,,,,
6720,Male,Caucasian,(F6),arrest case no charge,0,,,,0,,,,
6721,Female,African-American,(M1),Battery,0,,,,0,,,,
6722,Male,Caucasian,(M1),Viol Prot Injunc Repeat Viol,0,,,,0,,,,
6723,Male,Caucasian,(F3),Felony Driving While Lic Suspd,0,,,,0,,,,
6724,Male,African-American,(F3),Unlaw Pos of Prson ID of another,0,,,,0,,,,
6725,Male,Hispanic,(M2),Posses/Disply Susp/Revk/Frd DL,0,,,,0,,,,
6726,Male,Hispanic,(F3),Felony DUI (level 3),1,1,(M2),Driving License Suspended,0,,,,
6727,Male,Hispanic,(F3),Aggravated Assault W/dead Weap,0,,,,0,,,,
6728,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6729,Female,Hispanic,(F2),Agg Battery Grt/Bod/Harm,0,,,,0,,,,
6730,Female,African-American,(M1),Battery,0,,,,0,,,,
6731,Female,Caucasian,(M1),DUI Property Damage/Injury,0,,,,0,,,,
6732,Male,Caucasian,(F2),arrest case no charge,1,2,(M1),Petit Theft $100- $300,0,,,,
6733,Male,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6734,Female,Caucasian,(F3),Possession of Oxycodone,0,,,,0,,,,
6735,Female,Hispanic,(M1),Battery,0,,,,0,,,,
6736,Male,African-American,(F3),Felony Battery (Dom Strang),0,,,,0,,,,
6737,Male,African-American,(M1),Battery,1,4,(M1),Use/Poss/Drug Para/Plant/Grow,0,,,,
6738,Female,African-American,(F3),arrest case no charge,0,,,,0,,,,
6739,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,1,(F2),Robbery / No Weapon,1,,15002041CF10A,(F2),Robbery / No Weapon
6740,Female,African-American,(F3),Driving While License Revoked,1,1,(M2),DWLS Canceled Disqul 1st Off,0,,,,
6741,Male,African-American,(M1),Resist/Obstruct W/O Violence,0,,,,0,,,,
6743,Male,African-American,(M2),arrest case no charge,0,,,,0,,,,
6744,Male,African-American,(M1),Battery,1,1,(F3),Uttering a Forged Instrument,0,,,,
6745,Female,African-American,(F2),Burglary Dwelling Occupied,0,,,,0,,,,
6746,Male,African-American,(F6),arrest case no charge,0,,,,0,,,,
6747,Male,African-American,(F3),Grand Theft in the 3rd Degree,1,1,(MO3),Retail Theft,1,,15000216MM10A,(M1),Battery
6748,Male,Other,(M1),Battery,0,,,,0,,,,
6749,Female,Caucasian,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
6750,Male,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6751,Male,Caucasian,(F3),arrest case no charge,1,1,(M2),Operating W/O Valid License,0,,,,
6753,Male,African-American,(M1),Possess Cannabis/20 Grams Or Less,0,,,,0,,,,
6754,Female,Hispanic,(M1),Possess Drug Paraphernalia,0,,,,0,,,,
6755,Female,African-American,(M2),Criminal Mischief Damage <$200,1,1,(M1),Battery,1,,16000229MM10A,(M1),Battery
6756,Male,Caucasian,(F3),Grand Theft (Motor Vehicle),1,2,(M1),Possess Cannabis/20 Grams Or Less,1,,15009879CF10A,(F7),Burglary Dwelling Assault/Batt
6758,Female,Caucasian,(M2),Lve/Scen/Acc/Veh/Prop/Damage,1,1,(M1),Battery,1,,14012287MM10A,(M1),Battery
6759,Male,African-American,(F3),Possession of Cocaine,1,5,(F1),Traffick Oxycodone    14g><28g,0,,,,
6760,Male,African-American,(F3),Tamper With Witness,0,,,,0,,,,
6761,Female,Caucasian,(F3),arrest case no charge,0,,,,0,,,,
6762,Male,Caucasian,,,1,1,(M2),Petit Theft,0,,,,
6763,Female,Caucasian,(M1),Battery,0,,,,0,,,,
6764,Female,Caucasian,(M2),Temporary Tag,0,,,,0,,,,
6765,Male,Hispanic,(F1),Lewd or Lascivious Molestation,0,,,,0,,,,
6766,Male,African-American,(F3),Poss Pyrrolidinovalerophenone,1,3,(M2),Susp Drivers Lic 1st Offense,0,,,,
6767,Male,Other,(M1),DUI Level 0.15 Or Minor In Veh,0,,,,0,,,,
6769,Female,Caucasian,(F3),Possession of Cocaine,0,,,,0,,,,
6770,Male,Caucasian,(F2),Possession of Hydrocodone,0,,,,0,,,,
6771,Male,African-American,(F3),Possession of Cocaine,0,,,,0,,,,
6772,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6773,Female,Caucasian,(M2),Assault,0,,,,0,,,,
6774,Male,Hispanic,(M1),Driving Under The Influence,0,,,,0,,,,
6775,Male,African-American,(F3),Possession of Cocaine,1,1,(F3),Possession of Cocaine,0,,,,
6776,Male,Caucasian,(F3),Battery on a Person Over 65,0,,,,0,,,,
6777,Male,Caucasian,(F3),Fraudulent Use of Credit Card,0,,,,0,,,,
6778,Male,African-American,(M1),Battery,0,,,,0,,,,
6779,Male,Other,(F3),Poss Unlaw Issue Driver Licenc,0,,,,0,,,,
6780,Female,African-American,(F3),Grand Theft in the 3rd Degree,0,,,,0,,,,
6781,Male,Caucasian,(M1),Battery,0,,,,0,,,,
6782,Male,Hispanic,(F3),arrest case no charge,1,1,(F2),Aggravated Battery / Pregnant,1,,15007127CF10A,(F2),Aggravated Battery / Pregnant
6783,Female,African-American,(M1),Battery,1,2,(M1),Possess Cannabis/20 Grams Or Less,0,,,,
6784,Male,Other,(M1),Battery,0,,,,0,,,,
